timestamp,cycle,single_module_detected,centroid_x,centroid_y,euclidean_from_start,manhattan_from_start,x_disp_from_start,y_disp_from_start
2025-09-02T18:38:24.631658,1,1,371.0,316.0,0.000000,0.000000,0.000000,0.000000
2025-09-02T18:38:25.492289,2,1,369.0,313.0,5.000000,6.000000,-2.000000,-3.000000
2025-09-02T18:38:26.356235,3,1,366.0,310.0,10.000000,12.000000,-5.000000,-6.000000
2025-09-02T18:38:27.218851,4,1,364.0,307.0,15.000000,18.000000,-7.000000,-9.000000
2025-09-02T18:38:28.079704,5,1,362.0,304.0,20.000000,24.000000,-9.000000,-12.000000
2025-09-02T18:38:28.940539,6,1,360.0,300.0,26.000000,31.000000,-11.000000,-16.000000
2025-09-02T18:38:29.802316,7,1,357.0,295.0,32.000000,39.000000,-14.000000,-21.000000
2025-09-02T18:38:30.662752,8,1,353.0,289.0,40.000000,48.000000,-18.000000,-27.000000
2025-09-02T18:38:31.523892,9,1,348.0,283.0,48.000000,58.000000,-23.000000,-33.000000
2025-09-02T18:38:32.386370,10,1,344.0,277.0,56.000000,68.000000,-27.000000,-39.000000
