timestamp,cycle,single_module_detected,centroid_x,centroid_y,euclidean_from_start,manhattan_from_start,x_disp_from_start,y_disp_from_start
2025-09-02T18:36:32.090437,1,1,295.0,321.0,0.000000,0.000000,0.000000,0.000000
2025-09-02T18:36:32.950859,2,1,280.0,317.6666666666667,15.365907,18.333333,-15.000000,-3.333333
2025-09-02T18:36:33.812311,3,1,283.6666666666667,306.6666666666667,18.272627,25.666667,-11.333333,-14.333333
2025-09-02T18:36:34.673349,4,1,281.0,297.6666666666667,27.211109,37.333333,-14.000000,-23.333333
2025-09-02T18:36:35.534981,5,1,271.6666666666667,296.6666666666667,33.712840,47.666667,-23.333333,-24.333333
2025-09-02T18:36:36.394956,6,1,271.0,288.3333333333333,40.535307,56.666667,-24.000000,-32.666667
2025-09-02T18:36:37.255574,7,1,275.0,277.3333333333333,48.028926,63.666667,-20.000000,-43.666667
2025-09-02T18:36:38.118607,8,1,273.3333333333333,273.3333333333333,52.359866,69.333333,-21.666667,-47.666667
2025-09-02T18:36:38.980563,9,1,268.6666666666667,265.0,61.882505,82.333333,-26.333333,-56.000000
2025-09-02T18:36:39.842247,10,1,265.0,259.6666666666667,68.277213,91.333333,-30.000000,-61.333333
