timestamp,cycle,single_module_detected,centroid_x,centroid_y,euclidean_from_start,manhattan_from_start,x_disp_from_start,y_disp_from_start
2025-09-02T18:24:32.793102,1,1,303.6666666666667,168.33333333333334,0.000000,0.000000,0.000000,0.000000
2025-09-02T18:24:33.653970,2,1,301.0,165.66666666666666,3.771236,5.333333,-2.666667,-2.666667
2025-09-02T18:24:34.515860,3,1,298.3333333333333,164.66666666666666,6.472163,9.000000,-5.333333,-3.666667
2025-09-02T18:24:35.378717,4,1,296.3333333333333,161.66666666666666,9.910712,14.000000,-7.333333,-6.666667
2025-09-02T18:24:36.241275,5,1,292.6666666666667,154.66666666666666,17.543596,24.666667,-11.000000,-13.666667
2025-09-02T18:24:37.104640,6,1,287.0,150.0,24.776781,35.000000,-16.666667,-18.333333
2025-09-02T18:24:37.972282,7,1,277.6666666666667,145.66666666666666,34.493156,48.666667,-26.000000,-22.666667
2025-09-02T18:24:38.832529,8,1,272.0,143.33333333333334,40.345728,56.666667,-31.666667,-25.000000
2025-09-02T18:24:39.692950,9,1,260.3333333333333,142.33333333333334,50.534916,69.333333,-43.333333,-26.000000
2025-09-02T18:24:40.554905,10,1,255.0,142.0,55.334337,75.000000,-48.666667,-26.333333
