timestamp,cycle,single_module_detected,centroid_x,centroid_y,euclidean_from_start,manhattan_from_start,x_disp_from_start,y_disp_from_start
2025-09-10T16:29:58.684899,1,1,323.3668013438211,219.38499734591554,20.888123077880053,23.98180399790561,3.3668013438211486,-20.615002654084464
2025-09-10T16:29:59.684899,2,1,323.0188928089823,194.14486902579586,45.954398597452474,48.87402378318643,3.018892808982273,-45.85513097420416
2025-09-10T16:30:00.684899,3,1,319.2591908259102,193.29005922077022,46.715814943459655,47.45074995331958,-0.7408091740897982,-46.70994077922978
2025-09-10T16:30:01.684899,4,1,320.86872188081605,166.6564344958747,73.34871013565356,74.21228738494135,0.8687218808160518,-73.34356550412531
2025-09-10T16:30:02.684899,5,1,315.1851345972981,147.24022054912166,92.88465757390574,97.57464485358024,-4.814865402701909,-92.75977945087833
2025-09-10T16:30:03.684899,6,1,315.9476278480373,143.78583103566285,96.29947055698707,100.26654111629985,-4.052372151962705,-96.21416896433713
2025-09-10T16:30:04.684899,7,1,322.16209888716145,119.49330747529359,120.52608686438798,122.66879141186784,2.162098887161437,-120.50669252470641
2025-09-10T16:30:05.684899,8,1,323.4229820257091,111.9268836969731,128.11885078128427,131.496098328736,3.4229820257090897,-128.0731163030269
2025-09-10T16:30:06.684899,9,1,324.48453522031826,93.95925479314616,146.10958324735407,150.52528042717213,4.484535220318277,-146.04074520685384
2025-09-10T16:30:07.684899,10,1,293.8811404652959,28.414792129353856,213.19121701669172,237.7040674053503,-26.11885953470411,-211.58520787064614
