timestamp,cycle,single_module_detected,centroid_x,centroid_y,euclidean_from_start,manhattan_from_start,x_disp_from_start,y_disp_from_start
2025-09-10T16:29:58.642104,1,1,322.2532883758269,229.93282132893805,10.316268458106421,12.320467046888878,2.2532883758269246,-10.067178671061953
2025-09-10T16:29:59.642104,2,1,323.8750292813289,219.1430093419081,21.21390843863734,24.73201993942079,3.8750292813289104,-20.85699065809188
2025-09-10T16:30:00.642104,3,1,326.9614017555634,196.65290721129062,43.90252347684974,50.308494544272776,6.961401755563396,-43.34709278870938
2025-09-10T16:30:01.642104,4,1,333.58867216536987,190.16624935546847,51.65321591652591,63.42242280990142,13.588672165369882,-49.83375064453154
2025-09-10T16:30:02.642104,5,1,326.1417777351688,167.01219008089652,73.24576322583717,79.1295876542723,6.141777735168792,-72.9878099191035
2025-09-10T16:30:03.642104,6,1,307.6246933696677,159.18370234053316,81.75831567234182,93.19160428979917,-12.375306630332323,-80.81629765946685
2025-09-10T16:30:04.642104,7,1,314.0610075488493,145.63269290214146,94.55400721405924,100.30629954900922,-5.938992451150691,-94.36730709785853
2025-09-10T16:30:05.642104,8,1,313.7612761393246,124.24527060914951,115.9227287970689,121.99345325152586,-6.238723860675379,-115.75472939085049
2025-09-10T16:30:06.642104,9,1,319.2395392648709,113.68925403927969,126.31303513764246,127.0712066958494,-0.7604607351290906,-126.31074596072031
2025-09-10T16:30:07.642104,10,1,288.7153452574969,160.5601204260879,85.37812418339536,110.7245343164152,-31.284654742503104,-79.43987957391211
