timestamp,cycle,single_module_detected,centroid_x,centroid_y,euclidean_from_start,manhattan_from_start,x_disp_from_start,y_disp_from_start
2025-09-10T16:29:58.612304,1,1,292.89683434230625,269.9948694042273,40.4261521696666,57.098035061921024,-27.103165657693747,29.99486940422728
2025-09-10T16:29:59.612304,2,1,297.5563228149727,254.16445119329714,26.539599152832217,36.60812837832445,-22.443677185027322,14.16445119329713
2025-09-10T16:30:00.612304,3,1,270.1544779844801,249.8027263890927,50.80029044857023,59.64824840461263,-49.84552201551992,9.802726389092708
2025-09-10T16:30:01.612304,4,1,245.10349070062506,257.28096780811023,76.8642891960649,92.1774771074852,-74.89650929937494,17.280967808110255
2025-09-10T16:30:02.612304,5,1,221.3113805572463,244.6680520299778,98.79895909001894,103.35667147273148,-98.68861944275368,4.6680520299778
2025-09-10T16:30:03.612304,6,1,197.80463927351636,215.86993365590686,124.55507330031081,146.32542707057678,-122.19536072648364,-24.130066344093137
2025-09-10T16:30:04.612304,7,1,180.2280418569478,237.10183915990646,139.8020014856661,142.67011898314573,-139.7719581430522,-2.898160840093533
2025-09-10T16:30:05.612304,8,1,178.16281730970064,217.8850920007878,143.55088139518676,163.95209068951152,-141.83718269029936,-22.114907999212196
2025-09-10T16:30:06.612304,9,1,151.23271827732756,253.61917629717334,169.31590989352827,182.38645801984578,-168.76728172267244,13.619176297173343
2025-09-10T16:30:07.612304,10,1,71.80021764286744,202.84564017819207,250.96529324967696,285.3541421789405,-248.19978235713256,-37.15435982180792
