timestamp,cycle,single_module_detected,centroid_x,centroid_y,euclidean_from_start,manhattan_from_start,x_disp_from_start,y_disp_from_start
2025-09-10T16:29:58.703823,1,1,290.7549980136206,253.95155991639052,32.40240986846458,43.19656190276994,-29.24500198637942,13.95155991639052
2025-09-10T16:29:59.703823,2,1,298.2097843699862,236.02927229077878,22.149044578565334,25.760943339235013,-21.79021563001379,-3.9707277092212245
2025-09-10T16:30:00.703823,3,1,294.00055194322266,225.8837131267585,29.584469816860224,40.115734930018846,-25.99944805677735,-14.116286873241497
2025-09-10T16:30:01.703823,4,1,306.7489974955072,251.37266037337105,17.462143950332077,24.62366287786387,-13.251002504492822,11.37266037337105
2025-09-10T16:30:02.703823,5,1,286.6364456652074,245.51244812227387,33.81588150782731,38.87600245706643,-33.36355433479257,5.512448122273858
2025-09-10T16:30:03.703823,6,1,304.64449661546956,239.12818320068587,15.380232401491615,16.227320183844576,-15.355503384530454,-0.871816799314121
2025-09-10T16:30:04.703823,7,1,257.9502984468567,233.56488260750203,62.382499137894285,68.48481894564127,-62.04970155314327,-6.435117392497984
2025-09-10T16:30:05.703823,8,1,261.4496482514679,249.63306106798163,59.33750547011811,68.1834128165137,-58.55035174853208,9.633061067981616
2025-09-10T16:30:06.703823,9,1,239.26805582555363,241.32977443395495,80.74289510682118,82.06171860840132,-80.73194417444637,1.3297744339549433
2025-09-10T16:30:07.703823,10,1,256.3454834783851,303.5482773555242,89.94598950734363,127.20279387713906,-63.654516521614894,63.54827735552417
