timestamp,cycle,single_module_detected,centroid_x,centroid_y,euclidean_from_start,manhattan_from_start,x_disp_from_start,y_disp_from_start
2025-09-02T18:25:29.897119,1,1,359.3333333333333,184.33333333333334,0.000000,0.000000,0.000000,0.000000
2025-09-02T18:25:30.757853,2,1,351.6666666666667,178.66666666666666,9.533566,13.333333,-7.666667,-5.666667
2025-09-02T18:25:31.627813,3,1,345.6666666666667,171.0,19.093338,27.000000,-13.666667,-13.333333
2025-09-02T18:25:32.489470,4,1,342.0,159.33333333333334,30.421118,42.333333,-17.333333,-25.000000
2025-09-02T18:25:33.349475,5,1,341.0,155.0,34.591264,47.666667,-18.333333,-29.333333
2025-09-02T18:25:34.209117,6,1,340.3333333333333,152.33333333333334,37.215588,51.000000,-19.000000,-32.000000
2025-09-02T18:25:35.071741,7,1,336.0,147.66666666666666,43.461349,60.000000,-23.333333,-36.666667
2025-09-02T18:25:35.933402,8,1,334.6666666666667,140.66666666666666,50.151991,68.333333,-24.666667,-43.666667
2025-09-02T18:25:36.793791,9,1,337.0,134.0,55.065617,72.666667,-22.333333,-50.333333
2025-09-02T18:25:37.656410,10,1,337.3333333333333,131.33333333333334,57.384667,75.000000,-22.000000,-53.000000
