timestamp,cycle,single_module_detected,centroid_x,centroid_y,euclidean_from_start,manhattan_from_start,x_disp_from_start,y_disp_from_start
2025-09-02T18:30:29.085409,1,1,380.6666666666667,110.66666666666667,0.000000,0.000000,0.000000,0.000000
2025-09-02T18:30:29.946872,2,1,375.6666666666667,107.0,6.200358,8.666667,-5.000000,-3.666667
2025-09-02T18:30:30.806985,3,1,376.0,106.0,6.599663,9.333333,-4.666667,-4.666667
2025-09-02T18:30:31.667680,4,1,376.3333333333333,108.66666666666667,4.772607,6.333333,-4.333333,-2.000000
2025-09-02T18:30:32.533144,5,1,378.0,110.0,2.748737,3.333333,-2.666667,-0.666667
2025-09-02T18:30:33.396505,6,1,383.3333333333333,110.0,2.748737,3.333333,2.666667,-0.666667
2025-09-02T18:30:34.258964,7,1,387.6666666666667,110.0,7.031674,7.666667,7.000000,-0.666667
2025-09-02T18:30:35.125488,8,1,392.3333333333333,108.66666666666667,11.836854,13.666667,11.666667,-2.000000
2025-09-02T18:30:35.987389,9,1,394.6666666666667,108.33333333333333,14.193113,16.333333,14.000000,-2.333333
2025-09-02T18:30:36.846579,10,1,397.0,108.66666666666667,16.455327,18.333333,16.333333,-2.000000
