timestamp,cycle,single_module_detected,centroid_x,centroid_y,euclidean_from_start,manhattan_from_start,x_disp_from_start,y_disp_from_start
2025-09-10T16:29:58.560741,1,1,308.3174183278736,239.21211339547878,11.709119515466908,12.470468276647635,-11.682581672126414,-0.7878866045212202
2025-09-10T16:29:59.560741,2,1,302.73714067044864,234.9747273664025,17.9794237191814,22.288131963148864,-17.262859329551375,-5.02527263359749
2025-09-10T16:30:00.560741,3,1,292.5935956939638,246.19559738860647,28.097979001836222,33.602001694642716,-27.40640430603624,6.195597388606476
2025-09-10T16:30:01.560741,4,1,288.8354448484548,243.5586483080088,31.36707629942255,34.72320345955399,-31.164555151545187,3.5586483080088067
2025-09-10T16:30:02.560741,5,1,274.40849794787636,237.1865601496463,45.678227889885946,48.40494190247736,-45.59150205212366,-2.813439850353698
2025-09-10T16:30:03.560741,6,1,269.09526381493225,241.68090005552259,50.93248070797262,52.585636240590354,-50.90473618506777,1.6809000555225875
2025-09-10T16:30:04.560741,7,1,263.738609923016,236.2895789458359,56.38360788202313,59.97181113114812,-56.26139007698402,-3.710421054164093
2025-09-10T16:30:05.560741,8,1,256.35459429239785,237.3648608725592,63.69993426924587,66.28054483504293,-63.64540570760214,-2.6351391274408034
2025-09-10T16:30:06.560741,9,1,249.26927310832974,235.09406081837997,70.90066266176784,75.63666607329027,-70.73072689167024,-4.905939181620031
2025-09-10T16:30:07.560741,10,1,287.48666272253956,236.8805019329666,32.662644857820716,35.63283534449381,-32.513337277460415,-3.119498067033399
