timestamp,cycle,single_module_detected,centroid_x,centroid_y,euclidean_from_start,manhattan_from_start,x_disp_from_start,y_disp_from_start
2025-09-10T16:29:58.587237,1,1,330.55898378670935,243.15880483920733,11.02135139718314,13.717788625916686,10.558983786709362,3.1588048392073254
2025-09-10T16:29:59.587237,2,1,341.3769958205828,238.98109237254218,21.401264520268555,22.395903448040617,21.376995820582785,-1.0189076274578313
2025-09-10T16:30:00.587237,3,1,349.0627832355298,238.14603449738857,29.121857040378902,30.916748738141244,29.062783235529817,-1.853965502611429
2025-09-10T16:30:01.587237,4,1,348.3646775303624,243.9457160914526,28.63780031489491,32.310393621815024,28.364677530362428,3.9457160914525926
2025-09-10T16:30:02.587237,5,1,364.11937848447593,241.1178906160309,44.13353868982008,45.23726910050681,44.11937848447591,1.1178906160308981
2025-09-10T16:30:03.587237,6,1,373.78691316735865,240.4475481173579,53.78877510587436,54.23446128471655,53.78691316735864,0.44754811735791317
2025-09-10T16:30:04.587237,7,1,378.7861240381562,240.4420368434912,58.78778594232384,59.228160881647376,58.78612403815619,0.44203684349118544
2025-09-10T16:30:05.587237,8,1,385.87402938472235,244.32900667550996,66.01611959344378,70.2030360602323,65.87402938472233,4.329006675509973
2025-09-10T16:30:06.587237,9,1,401.97232515471876,240.49867148697388,81.97384195292335,82.47099664169261,81.97232515471875,0.49867148697386615
2025-09-10T16:30:07.587237,10,1,375.90859927557824,247.19814274172782,56.37006946853511,63.106742017306026,55.90859927557821,7.198142741727809
